,,,Stats,,,,,,,,,,Ratings,,,,,,,,
,Player,Team,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,Overall,PTS,REB,AST,STL,BLK,3PM,FG%,FT%
432,Craig Porter,CLE,51,10.0,3.7,1.3,1.4,0.3,0.3,0.4,51.4,71.9,-1.19,-2.42,-1.85,-1.30,-1.91,-0.75,-1.36,0.24,-0.21
433,Duop Reath,POR,46,10.3,4.2,2.0,0.6,0.3,0.3,0.7,42.2,90.9,-1.19,-2.33,-1.57,-1.71,-2.10,-0.73,-1.04,-0.18,0.10
434,Caleb Houstan,ORL,58,13.6,4.1,1.3,0.6,0.4,0.1,1.1,42.1,88.2,-1.20,-2.34,-1.85,-1.69,-1.79,-1.10,-0.67,-0.16,0.01
435,Jaylen Nowell,NOP,8,21.0,8.4,2.5,2.3,0.1,0.5,1.0,35.6,63.6,-1.20,-1.58,-1.38,-0.87,-2.45,-0.36,-0.78,-1.49,-0.71
436,RayJ Dennis,IND,11,6.5,2.7,1.1,1.3,0.6,0.2,0.5,33.3,100.0,-1.20,-2.59,-1.93,-1.36,-1.12,-0.96,-1.23,-0.49,0.05
437,Isaiah Wong,CHA,20,13.3,6.0,1.6,1.4,0.6,0.0,0.7,39.0,73.5,-1.21,-2.01,-1.73,-1.30,-1.34,-1.30,-1.12,-0.55,-0.36
438,Jae'Sean Tate,HOU,52,11.3,3.6,2.3,0.9,0.5,0.1,0.3,47.3,68.1,-1.22,-2.43,-1.47,-1.54,-1.47,-1.05,-1.47,0.08,-0.37
439,Cody Williams,UTA,50,21.1,4.6,2.3,1.2,0.5,0.3,0.7,32.3,72.5,-1.22,-2.26,-1.47,-1.40,-1.58,-0.70,-1.07,-1.01,-0.23
440,Dario Saric,DEN,16,13.2,3.5,3.1,1.4,0.4,0.1,0.4,36.2,70.0,-1.22,-2.45,-1.13,-1.28,-1.64,-1.18,-1.34,-0.48,-0.24
441,Dominick Barlow,ATL,35,10.7,4.2,2.4,0.5,0.3,0.5,0.2,53.1,63.6,-1.22,-2.32,-1.40,-1.72,-2.11,-0.44,-1.57,0.33,-0.51
442,Gary Harris,ORL,48,14.8,3.0,1.3,0.6,0.5,0.3,0.8,38.3,58.3,-1.22,-2.54,-1.84,-1.68,-1.37,-0.83,-1.02,-0.26,-0.22
443,Blake Wesley,SAS,58,11.7,3.7,1.1,2.0,0.6,0.1,0.3,43.5,62.3,-1.22,-2.41,-1.95,-1.01,-1.11,-1.10,-1.48,-0.09,-0.60
444,Jericho Sims,MIL/NYK,53,11.9,1.8,3.7,0.6,0.2,0.4,0.0,63.4,61.5,-1.22,-2.75,-0.89,-1.68,-2.29,-0.62,-1.77,0.41,-0.20
445,Taj Gibson,CHA,37,11.0,2.9,3.2,0.6,0.2,0.5,0.0,49.5,60.0,-1.23,-2.56,-1.08,-1.71,-2.14,-0.38,-1.75,0.16,-0.38
446,Patty Mills,LAC/UTA,29,11.1,3.8,0.8,0.9,0.4,0.1,0.9,37.5,92.9,-1.23,-2.39,-2.07,-1.55,-1.61,-1.10,-0.88,-0.37,0.13
447,Maxwell Lewis,BKN/LAL,28,11.7,4.1,2.0,0.7,0.3,0.3,0.7,41.7,70.0,-1.23,-2.34,-1.59,-1.65,-1.94,-0.83,-1.10,-0.23,-0.17
448,JT Thor,CLE/WAS,20,12.4,3.6,2.4,0.3,0.4,0.5,0.3,42.4,68.2,-1.24,-2.44,-1.41,-1.84,-1.74,-0.45,-1.47,-0.12,-0.43
449,Dwight Powell,DAL,55,10.0,2.1,2.1,1.0,0.3,0.4,0.0,68.9,65.1,-1.24,-2.71,-1.52,-1.49,-1.93,-0.58,-1.74,0.44,-0.40
450,Rob Dillingham,MIN,49,10.6,4.5,1.0,2.0,0.4,0.0,0.5,44.1,53.3,-1.24,-2.28,-1.96,-1.00,-1.71,-1.26,-1.26,-0.13,-0.30
451,Kris Murray,POR,69,15.1,4.2,2.6,1.0,0.5,0.2,0.4,41.9,45.6,-1.25,-2.34,-1.32,-1.50,-1.46,-0.83,-1.38,-0.24,-0.90
452,Jordan Miller,LAC,37,11.3,4.1,1.6,0.9,0.5,0.1,0.2,43.3,80.0,-1.25,-2.34,-1.75,-1.53,-1.58,-1.04,-1.56,-0.13,-0.05
453,Christian Koloko,LAL,37,9.2,2.4,2.5,0.4,0.2,0.4,0.0,60.6,71.4,-1.25,-2.64,-1.38,-1.78,-2.22,-0.48,-1.77,0.43,-0.16
454,Lamar Stevens,MEM,17,9.1,4.4,2.2,0.5,0.3,0.2,0.5,46.0,72.7,-1.25,-2.30,-1.48,-1.76,-2.01,-0.97,-1.30,0.00,-0.19
455,Jevon Carter,CHI,36,8.9,4.3,1.1,1.1,0.4,0.1,1.0,37.7,80.0,-1.25,-2.32,-1.94,-1.44,-1.84,-1.14,-0.80,-0.47,-0.06
456,Kobe Bufkin,ATL,10,12.3,5.3,2.1,1.7,0.3,0.2,0.4,38.3,72.2,-1.26,-2.13,-1.53,-1.15,-2.00,-0.92,-1.37,-0.53,-0.45
457,Terrence Shannon,MIN,32,10.6,4.3,1.5,1.0,0.2,0.2,0.3,48.2,81.0,-1.27,-2.31,-1.78,-1.49,-2.21,-1.00,-1.43,0.12,-0.03
458,Marvin Bagley,MEM/WAS,31,8.6,4.4,2.7,0.4,0.3,0.3,0.1,51.9,65.7,-1.27,-2.29,-1.29,-1.81,-2.02,-0.81,-1.68,0.29,-0.52
459,Malaki Branham,SAS,47,9.1,5.0,1.1,0.8,0.2,0.0,0.7,45.8,81.8,-1.27,-2.19,-1.94,-1.59,-2.17,-1.22,-1.05,-0.02,-0.01
460,Devin Carter,SAC,36,11.0,3.8,2.1,1.1,0.6,0.1,0.5,37.0,59.1,-1.27,-2.39,-1.53,-1.42,-1.26,-1.09,-1.27,-0.43,-0.80
461,Jackson Rowe,GSW,6,8.5,3.7,1.8,0.7,0.7,0.0,0.5,47.1,50.0,-1.28,-2.42,-1.64,-1.66,-1.04,-1.30,-1.27,0.07,-0.94
462,Miles Norris,BOS,3,11.7,2.3,3.0,0.0,0.7,0.3,0.7,22.2,50.0,-1.28,-2.66,-1.18,-1.99,-1.04,-0.67,-1.11,-0.95,-0.65
463,Jaylon Tyson,CLE,47,9.6,3.6,2.0,0.9,0.3,0.1,0.4,43.0,79.2,-1.29,-2.44,-1.56,-1.53,-2.06,-1.18,-1.35,-0.11,-0.07
464,Markelle Fultz,SAC,21,8.7,2.9,1.0,1.3,0.5,0.1,0.2,41.8,100.0,-1.29,-2.56,-1.99,-1.35,-1.54,-1.12,-1.58,-0.16,-0.04
465,Garrett Temple,TOR,28,8.0,1.9,1.0,1.1,0.6,0.1,0.2,30.0,91.7,-1.30,-2.74,-1.96,-1.44,-1.20,-1.16,-1.56,-0.41,0.09
466,Josh Minott,MIN,46,6.0,2.6,1.0,0.4,0.3,0.3,0.3,48.9,89.5,-1.30,-2.62,-1.96,-1.80,-1.93,-0.81,-1.47,0.14,0.06
467,Kylor Kelley,DAL/NOP,11,11.5,3.1,3.5,0.5,0.1,0.3,0.0,63.6,60.0,-1.30,-2.53,-0.96,-1.76,-2.54,-0.79,-1.77,0.55,-0.59
468,Nae'Qwan Tomlin,CLE,5,12.6,7.2,4.2,0.4,0.0,0.2,0.4,40.6,72.7,-1.30,-1.79,-0.70,-1.79,-2.78,-0.92,-1.37,-0.57,-0.50
469,Jaden Springer,BOS/UTA,43,8.5,2.5,1.3,0.8,0.6,0.1,0.3,38.9,71.1,-1.30,-2.63,-1.83,-1.61,-1.32,-1.12,-1.49,-0.14,-0.28
470,James Wiseman,IND,1,5.0,6.0,1.0,0.0,0.0,0.0,0.0,50.0,100.0,-1.31,-2.01,-1.97,-1.99,-2.78,-1.30,-1.77,0.21,1.17
471,Olivier-Maxence Prosper,DAL,52,11.2,3.9,2.4,0.8,0.5,0.1,0.2,40.2,64.5,-1.31,-2.39,-1.41,-1.61,-1.47,-1.08,-1.54,-0.25,-0.71
472,Harrison Ingram,SAS,5,7.0,0.8,1.8,0.6,0.6,0.0,0.0,50.0,0.0,-1.31,-2.94,-1.65,-1.69,-1.21,-1.30,-1.77,0.15,-0.07
473,Jett Howard,ORL,60,11.6,4.5,1.2,0.7,0.2,0.2,0.9,37.4,69.6,-1.32,-2.28,-1.90,-1.63,-2.21,-0.95,-0.86,-0.54,-0.18
474,Keshad Johnson,MIA,16,6.3,2.7,1.8,0.3,0.3,0.3,0.2,69.2,44.4,-1.32,-2.60,-1.67,-1.87,-1.96,-0.83,-1.59,0.59,-0.65
475,Taze Moore,POR,2,10.0,3.0,4.0,0.5,1.0,0.0,0.5,20.0,50.0,-1.32,-2.54,-0.78,-1.74,-0.17,-1.30,-1.27,-1.82,-0.94
476,Pete Nance,MIL/PHI,13,10.6,2.9,1.6,0.8,0.2,0.2,0.7,43.8,50.0,-1.32,-2.56,-1.73,-1.61,-2.38,-1.01,-1.08,-0.03,-0.20
477,Alex Len,LAL/SAC,46,8.2,1.6,2.1,0.8,0.2,0.5,0.0,50.8,47.1,-1.33,-2.79,-1.55,-1.58,-2.27,-0.44,-1.73,0.18,-0.42
478,Vlatko Cancar,DEN,13,10.4,1.8,2.5,0.7,0.2,0.2,0.3,38.5,0.0,-1.33,-2.75,-1.39,-1.65,-2.18,-1.01,-1.47,-0.14,-0.07
479,Johnny Furphy,IND,50,7.7,2.1,1.4,0.4,0.4,0.2,0.3,38.0,81.8,-1.33,-2.71,-1.80,-1.80,-1.84,-0.88,-1.47,-0.13,-0.03
480,Jae Crowder,SAC,9,11.6,2.6,2.2,0.7,0.3,0.0,0.4,31.8,83.3,-1.34,-2.62,-1.49,-1.66,-1.91,-1.30,-1.33,-0.43,0.01
481,Dillon Jones,OKC,54,10.2,2.5,2.2,1.1,0.3,0.1,0.3,38.3,60.7,-1.35,-2.63,-1.48,-1.46,-2.01,-1.16,-1.48,-0.21,-0.35
482,Kevin Knox,GSW,14,6.0,3.3,1.2,0.4,0.1,0.3,0.3,50.0,75.0,-1.35,-2.49,-1.89,-1.81,-2.41,-0.76,-1.49,0.18,-0.14
483,Ariel Hukporti,NYK,25,8.6,1.9,2.0,0.4,0.0,0.6,0.0,67.7,46.2,-1.35,-2.74,-1.56,-1.77,-2.68,-0.17,-1.77,0.46,-0.58
484,Jordan McLaughlin,SAC/SAS,46,6.8,2.1,0.7,1.1,0.3,0.0,0.4,43.1,77.3,-1.35,-2.70,-2.11,-1.44,-1.87,-1.26,-1.36,0.02,-0.10
485,Pat Spencer,GSW,39,6.4,2.5,1.2,1.2,0.4,0.1,0.1,40.6,73.3,-1.35,-2.63,-1.90,-1.38,-1.84,-1.15,-1.64,-0.15,-0.14
486,Nate Williams,HOU,20,7.3,3.3,0.7,0.5,0.4,0.2,0.3,43.5,62.5,-1.36,-2.50,-2.11,-1.77,-1.74,-0.92,-1.47,-0.08,-0.27
487,Drew Peterson,BOS,25,7.4,2.2,1.6,0.5,0.2,0.1,0.5,41.5,77.8,-1.37,-2.69,-1.73,-1.73,-2.26,-1.15,-1.25,-0.03,-0.08
488,Tyler Kolek,NYK,41,7.1,2.0,0.7,1.7,0.3,0.1,0.3,32.9,76.5,-1.37,-2.73,-2.11,-1.14,-2.02,-1.12,-1.43,-0.29,-0.10
489,Kevin McCullar,NYK,4,7.5,1.5,2.0,0.5,0.3,0.3,0.0,28.6,100.0,-1.37,-2.81,-1.57,-1.74,-2.13,-0.83,-1.77,-0.35,0.24
490,Trey Jemison,LAL/NOP,38,10.4,2.5,2.8,0.4,0.2,0.4,0.0,55.4,39.4,-1.37,-2.63,-1.27,-1.78,-2.16,-0.56,-1.77,0.32,-1.10
491,Isaac Jones,SAC,40,7.6,3.4,1.4,0.3,0.1,0.3,0.1,65.1,63.9,-1.37,-2.48,-1.80,-1.84,-2.45,-0.83,-1.70,0.60,-0.48
492,Bobi Klintman,DET,8,5.4,1.9,0.9,0.9,0.3,0.1,0.3,60.0,50.0,-1.37,-2.74,-2.02,-1.56,-2.13,-1.06,-1.52,0.33,-0.29
493,Rayan Rupert,POR,52,8.8,3.0,1.3,0.5,0.3,0.1,0.3,40.8,76.7,-1.37,-2.55,-1.83,-1.75,-1.98,-1.15,-1.47,-0.16,-0.11
494,Johnny Davis,WAS,34,7.1,2.4,1.1,0.3,0.4,0.2,0.2,41.0,60.0,-1.37,-2.66,-1.92,-1.83,-1.63,-0.97,-1.57,-0.10,-0.32
495,Tyler Smith,MIL,23,5.3,2.9,1.1,0.2,0.1,0.2,0.6,48.0,75.0,-1.38,-2.56,-1.94,-1.90,-2.44,-0.97,-1.21,0.12,-0.11
496,Markieff Morris,DAL/LAL,15,11.0,3.7,1.5,1.4,0.1,0.2,0.6,30.0,83.3,-1.38,-2.41,-1.76,-1.30,-2.43,-0.92,-1.17,-1.06,-0.02
497,Emoni Bates,CLE,10,7.5,3.7,0.7,0.8,0.1,0.1,1.1,34.2,0.0,-1.39,-2.42,-2.09,-1.59,-2.52,-1.11,-0.68,-0.62,-0.07
498,Hunter Tyson,DEN,51,7.8,2.6,1.5,0.4,0.2,0.1,0.5,37.5,75.0,-1.40,-2.61,-1.76,-1.80,-2.27,-1.08,-1.32,-0.22,-0.14
499,Damion Lee,PHX,25,5.9,3.3,0.8,0.4,0.2,0.0,0.4,36.5,95.2,-1.40,-2.49,-2.05,-1.77,-2.15,-1.30,-1.41,-0.36,0.33
500,Doug McDermott,SAC,42,8.1,3.5,0.5,0.2,0.1,0.0,1.0,42.7,60.0,-1.40,-2.45,-2.16,-1.91,-2.53,-1.21,-0.73,-0.09,-0.14
501,Kobe Brown,LAC,40,6.8,1.9,1.6,0.6,0.2,0.1,0.2,45.8,71.4,-1.41,-2.74,-1.72,-1.69,-2.32,-1.11,-1.62,0.07,-0.11
502,Alex Ducas,OKC,21,6.0,1.7,1.2,0.2,0.2,0.0,0.5,40.0,100.0,-1.41,-2.77,-1.88,-1.87,-2.16,-1.30,-1.30,-0.03,-0.01
503,Bronny James,LAL,27,6.7,2.3,0.7,0.8,0.3,0.1,0.3,31.3,78.6,-1.42,-2.67,-2.10,-1.59,-1.91,-1.09,-1.44,-0.45,-0.08
504,Luka Garza,MIN,39,5.6,3.5,1.4,0.3,0.2,0.1,0.3,49.5,68.6,-1.42,-2.45,-1.82,-1.85,-2.38,-1.15,-1.52,0.17,-0.35
505,Patrick Baldwin,LAC/WAS,24,4.5,2.2,1.0,0.1,0.1,0.1,0.5,54.3,50.0,-1.42,-2.68,-1.95,-1.93,-2.45,-1.14,-1.23,0.25,-0.21
506,Jordan Walsh,BOS,52,7.7,1.6,1.3,0.4,0.2,0.2,0.3,36.1,58.3,-1.42,-2.80,-1.84,-1.81,-2.18,-0.90,-1.48,-0.14,-0.21
507,Josh Christopher,MIA,14,5.0,2.0,0.6,0.6,0.4,0.2,0.1,35.5,66.7,-1.43,-2.72,-2.11,-1.71,-1.85,-0.90,-1.63,-0.26,-0.23
508,JD Davison,BOS,16,5.9,2.1,0.8,0.8,0.3,0.1,0.3,35.3,71.4,-1.43,-2.71,-2.04,-1.59,-1.96,-1.18,-1.52,-0.25,-0.17
509,Ron Harper,DET,1,17.0,4.0,7.0,2.0,0.0,0.0,0.0,12.5,100.0,-1.43,-2.36,0.41,-1.00,-2.78,-1.30,-1.77,-3.82,1.17
510,Jahmir Young,CHI,6,4.8,1.8,0.5,1.0,0.0,0.0,0.2,80.0,100.0,-1.43,-2.75,-2.17,-1.49,-2.78,-1.30,-1.61,0.49,0.14
511,Emanuel Miller,CHI,6,4.0,1.7,1.3,0.3,0.2,0.0,0.0,50.0,100.0,-1.45,-2.78,-1.84,-1.82,-2.34,-1.30,-1.77,0.16,0.14
512,Mason Jones,SAC,10,4.6,2.3,0.9,1.1,0.0,0.1,0.1,50.0,80.0,-1.45,-2.67,-2.01,-1.44,-2.78,-1.11,-1.67,0.17,-0.06
513,David Duke,SAS,6,5.5,2.7,0.8,0.7,0.2,0.0,0.5,42.9,50.0,-1.45,-2.60,-2.04,-1.66,-2.34,-1.30,-1.27,-0.05,-0.36
514,Spencer Jones,DEN,20,6.2,1.3,0.9,0.3,0.3,0.3,0.1,32.4,100.0,-1.45,-2.85,-2.03,-1.87,-2.13,-0.83,-1.72,-0.24,0.03
515,Xavier Tillman,BOS,33,7.0,1.0,1.3,0.2,0.3,0.2,0.2,24.5,75.0,-1.46,-2.90,-1.85,-1.88,-1.91,-1.01,-1.62,-0.39,-0.08
516,E.J. Liddell,CHI,12,4.4,1.8,0.8,0.3,0.1,0.1,0.3,53.3,100.0,-1.46,-2.77,-2.07,-1.87,-2.56,-1.14,-1.52,0.22,0.04
517,D.J. Carton,TOR,4,8.3,0.8,1.0,0.8,0.5,0.0,0.0,14.3,100.0,-1.46,-2.95,-1.97,-1.62,-1.47,-1.30,-1.77,-0.69,0.09
518,PJ Hall,DEN,19,3.4,1.7,1.2,0.2,0.0,0.2,0.1,58.3,75.0,-1.46,-2.77,-1.91,-1.89,-2.78,-0.90,-1.67,0.30,-0.09
519,Anthony Gill,WAS,50,7.9,2.6,1.3,0.3,0.2,0.0,0.2,48.9,66.0,-1.47,-2.62,-1.84,-1.83,-2.31,-1.22,-1.57,0.14,-0.46
520,MarJon Beauchamp,LAC/MIL/NYK,35,4.5,2.3,1.3,0.3,0.1,0.0,0.3,41.5,75.0,-1.47,-2.68,-1.87,-1.83,-2.48,-1.25,-1.49,-0.05,-0.14
521,Leonard Miller,MIN,13,2.5,1.5,0.8,0.0,0.2,0.1,0.0,40.0,100.0,-1.48,-2.80,-2.03,-1.99,-2.38,-1.15,-1.77,0.00,0.31
522,Cam Christie,LAC,13,4.5,1.4,0.9,0.5,0.4,0.1,0.2,29.2,50.0,-1.48,-2.83,-2.00,-1.76,-1.78,-1.15,-1.62,-0.36,-0.34
523,Enrique Freeman,IND,22,8.2,2.1,1.4,0.4,0.1,0.1,0.0,43.2,68.4,-1.48,-2.71,-1.83,-1.79,-2.42,-1.04,-1.73,0.01,-0.35
524,Chris Duarte,CHI,17,4.3,2.1,1.2,0.5,0.0,0.0,0.4,46.2,75.0,-1.48,-2.70,-1.90,-1.73,-2.78,-1.30,-1.42,0.08,-0.13
525,Pacome Dadiet,NYK,18,6.2,1.7,1.0,0.3,0.2,0.1,0.3,32.3,66.7,-1.49,-2.78,-1.97,-1.85,-2.34,-1.09,-1.44,-0.25,-0.19
526,Chris Livingston,MIL,21,5.0,1.4,1.7,0.2,0.2,0.0,0.0,33.3,75.0,-1.49,-2.82,-1.71,-1.87,-2.16,-1.30,-1.77,-0.13,-0.16
527,Adama Sanogo,CHI,4,5.3,2.0,1.5,0.3,0.0,0.0,0.0,57.1,0.0,-1.49,-2.72,-1.77,-1.87,-2.78,-1.30,-1.77,0.34,-0.07
528,Yuki Kawamura,MEM,22,4.1,1.6,0.5,0.9,0.1,0.0,0.3,36.7,77.8,-1.50,-2.79,-2.15,-1.56,-2.54,-1.30,-1.46,-0.09,-0.09
529,Jacob Toppin,ATL/NYK,17,4.4,1.4,0.9,0.4,0.1,0.0,0.3,40.9,0.0,-1.50,-2.84,-2.02,-1.81,-2.47,-1.30,-1.48,0.00,-0.07
530,Skal Labissiere,SAC,3,4.0,1.7,1.0,0.3,0.0,0.0,0.3,50.0,0.0,-1.50,-2.78,-1.97,-1.82,-2.78,-1.30,-1.44,0.16,-0.07
531,Tristan Thompson,CLE,40,8.2,1.7,3.4,0.6,0.1,0.3,0.0,43.7,23.3,-1.50,-2.77,-1.04,-1.69,-2.65,-0.78,-1.77,0.01,-1.32
532,Justin Minaya,POR,19,5.2,0.9,0.5,0.4,0.3,0.1,0.1,38.1,0.0,-1.50,-2.91,-2.16,-1.81,-1.96,-1.20,-1.67,-0.02,-0.32
533,Luke Travers,CLE,12,7.3,1.0,1.7,0.7,0.1,0.1,0.0,25.0,100.0,-1.51,-2.90,-1.71,-1.66,-2.56,-1.14,-1.77,-0.40,0.04
534,Joe Ingles,MIN,19,6.1,0.8,0.6,1.2,0.1,0.0,0.2,26.1,0.0,-1.52,-2.94,-2.14,-1.39,-2.50,-1.30,-1.62,-0.24,-0.07
535,Adam Flagler,OKC,37,5.5,1.8,0.7,0.3,0.2,0.1,0.4,26.0,50.0,-1.53,-2.77,-2.08,-1.83,-2.22,-1.15,-1.40,-0.67,-0.11
536,TyTy Washington,PHX,16,7.4,2.2,0.8,1.0,0.2,0.0,0.3,31.1,50.0,-1.53,-2.69,-2.04,-1.49,-2.29,-1.30,-1.52,-0.54,-0.39
537,Jack McVeigh,HOU,9,4.9,1.6,0.6,0.1,0.0,0.2,0.4,29.4,0.0,-1.54,-2.80,-2.15,-1.93,-2.78,-0.88,-1.33,-0.36,-0.07
538,Armel Traore,LAL,9,7.3,1.6,1.7,0.1,0.4,0.2,0.0,31.6,28.6,-1.54,-2.80,-1.71,-1.93,-1.62,-0.88,-1.77,-0.36,-1.24
539,Jahlil Okafor,IND,1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.54,-3.08,-1.97,-1.49,-2.78,-1.30,-1.77,0.14,-0.07
540,Stanley Umude,MIL,22,3.9,0.7,0.8,0.2,0.1,0.3,0.1,19.2,50.0,-1.54,-2.96,-2.06,-1.90,-2.42,-0.79,-1.64,-0.34,-0.23
541,Jazian Gortman,DAL,16,3.6,1.5,0.3,0.4,0.1,0.1,0.3,39.1,50.0,-1.54,-2.81,-2.24,-1.80,-2.45,-1.18,-1.52,-0.05,-0.29
542,Matt Ryan,NYK,19,3.5,1.5,0.4,0.2,0.1,0.0,0.3,32.3,100.0,-1.55,-2.82,-2.20,-1.91,-2.50,-1.30,-1.46,-0.23,0.00
543,Jalen McDaniels,WAS,4,1.8,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,-1.56,-3.08,-2.37,-1.87,-2.13,-1.30,-1.77,0.14,-0.07
544,Sidy Cissoko,POR/SAS,22,5.2,1.5,1.0,0.7,0.1,0.0,0.1,43.3,33.3,-1.56,-2.82,-1.99,-1.65,-2.54,-1.21,-1.64,0.04,-0.63
545,Isaiah Stevens,MIA,3,2.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,-1.57,-3.08,-2.10,-1.99,-1.91,-1.30,-1.77,-0.31,-0.07
546,Trey Alexander,DEN,24,4.8,1.3,0.5,0.5,0.1,0.0,0.1,31.7,75.0,-1.57,-2.84,-2.17,-1.76,-2.56,-1.22,-1.65,-0.26,-0.09
547,Phillip Wheeler,PHI,5,8.8,1.6,1.6,0.4,0.2,0.4,0.0,14.3,100.0,-1.57,-2.79,-1.73,-1.79,-2.26,-0.55,-1.77,-1.84,0.18
548,Ulrich Chomche,TOR,7,4.6,0.7,1.1,0.3,0.0,0.1,0.0,40.0,50.0,-1.57,-2.95,-1.91,-1.85,-2.78,-1.03,-1.77,0.05,-0.32
549,Anton Watson,NYK,9,2.4,0.9,0.3,0.2,0.1,0.0,0.0,44.4,0.0,-1.57,-2.92,-2.23,-1.88,-2.49,-1.30,-1.77,0.08,-0.07
550,Isaiah Crawford,SAC,15,3.1,0.9,0.5,0.1,0.1,0.1,0.1,45.5,50.0,-1.57,-2.93,-2.16,-1.96,-2.61,-1.05,-1.71,0.10,-0.30
551,Trentyn Flowers,LAC,6,4.3,1.8,0.7,0.0,0.0,0.0,0.0,36.4,100.0,-1.58,-2.75,-2.10,-1.99,-2.78,-1.30,-1.77,-0.17,0.24
552,James Johnson,IND,12,3.1,0.7,0.5,0.3,0.0,0.2,0.0,36.4,0.0,-1.60,-2.96,-2.17,-1.82,-2.78,-0.99,-1.77,-0.02,-0.26
553,Liam Robbins,MIL,13,4.5,0.7,0.9,0.2,0.2,0.2,0.0,25.0,50.0,-1.60,-2.96,-2.00,-1.91,-2.38,-1.01,-1.77,-0.06,-0.74
554,Jalen Bridges,PHX,8,3.9,1.1,0.5,0.0,0.0,0.0,0.3,28.6,75.0,-1.61,-2.88,-2.17,-1.99,-2.78,-1.30,-1.52,-0.10,-0.13
555,Bryce McGowens,POR,13,2.4,1.0,0.2,0.2,0.1,0.0,0.0,28.6,83.3,-1.61,-2.90,-2.28,-1.91,-2.58,-1.30,-1.77,-0.16,-0.01
556,Tristen Newton,IND/MIN,8,2.0,0.4,0.5,0.3,0.1,0.0,0.0,12.5,100.0,-1.62,-3.01,-2.17,-1.87,-2.45,-1.30,-1.77,-0.36,0.01
557,Daishen Nix,MIN,3,4.3,0.3,1.3,1.0,0.0,0.0,0.0,0.0,50.0,-1.62,-3.02,-1.84,-1.49,-2.78,-1.30,-1.77,-0.09,-0.65
558,Mac McClung,ORL,2,5.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,-1.62,-3.08,-2.17,-1.25,-2.78,-1.30,-1.77,-0.53,-0.07
559,Jesse Edwards,MIN,2,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.62,-3.08,-2.37,-1.74,-2.78,-1.30,-1.77,0.14,-0.07
560,Terry Taylor,SAC,3,2.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,-1.62,-3.08,-2.23,-1.66,-2.78,-1.30,-1.77,-0.09,-0.07
561,Riley Minix,SAS,1,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,-3.08,-1.57,-1.99,-2.78,-1.30,-1.77,-0.53,-0.07
562,Quincy Olivari,LAL,2,5.0,1.5,0.0,0.5,0.0,0.0,0.5,20.0,0.0,-1.65,-2.81,-2.37,-1.74,-2.78,-1.30,-1.27,-0.84,-0.07
563,PJ Dozier,MIN,9,4.0,0.8,0.6,0.6,0.1,0.0,0.2,66.7,16.7,-1.65,-2.94,-2.15,-1.71,-2.49,-1.30,-1.55,0.22,-1.31
564,Zyon Pullin,MEM,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.68,-3.08,-2.37,-1.99,-2.78,-1.30,-1.77,-0.09,-0.07
565,Daniss Jenkins,DET,7,3.1,1.0,0.3,0.4,0.0,0.0,0.1,30.0,0.0,-1.70,-2.90,-2.25,-1.78,-2.78,-1.30,-1.63,-0.23,-0.74
566,Terence Davis,SAC,1,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.71,-3.08,-1.97,-1.49,-2.78,-1.30,-1.77,-1.20,-0.07
567,Braxton Key,GSW,3,3.7,1.0,0.7,0.0,0.7,0.0,0.0,0.0,50.0,-1.71,-2.90,-2.10,-1.99,-1.04,-1.30,-1.77,-0.75,-1.81
568,Malevy Leons,OKC,6,3.3,0.3,0.5,0.2,0.0,0.0,0.0,0.0,50.0,-1.71,-3.02,-2.17,-1.91,-2.78,-1.30,-1.77,-0.09,-0.65
569,Yongxi Cui,BKN,5,2.0,0.6,0.4,0.0,0.0,0.0,0.0,14.3,50.0,-1.75,-2.97,-2.21,-1.99,-2.78,-1.30,-1.77,-0.52,-0.42
