,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T418,Caleb Houstan,ATL,F,51,15.9,3.8,1.9,0.6,0.2,0.1,0.9,36.3,83.3,0.4,2.7,33.8,1.3,3.6,0.3,0.4,0.0,0.0,1.2,7.8
T418,JT Thor,FA,F,69,14.0,3.8,2.2,0.5,0.3,0.3,0.6,39.9,70.2,0.6,1.8,31.7,1.4,3.4,0.5,0.7,0.0,0.0,1.0,8.5
T418,Dominick Barlow,PHI,C,29,14.1,3.8,3.5,0.8,0.3,0.7,0.0,53.5,72.0,0.5,0.1,0.0,1.6,3.0,0.6,0.9,0.1,0.0,1.9,11.7
T418,Furkan Korkmaz,FA,G,37,9.6,3.8,1.1,0.6,0.3,0.1,0.5,43.2,72.2,0.6,1.2,39.1,1.3,3.0,0.7,1.0,0.0,0.0,0.5,6.4
T418,Markieff Morris,FA,C,35,10.1,3.8,2.0,0.9,0.3,0.1,0.8,40.9,100.0,0.5,2.0,39.4,1.3,3.3,0.3,0.3,0.0,0.0,1.4,8.2
T418,Xavier Cooks,FA,F,10,12.5,3.8,3.8,0.6,0.6,0.4,0.0,60.7,40.0,0.8,0.1,0.0,1.7,2.8,0.4,1.0,0.1,0.0,1.3,11.5
T418,Dyson Daniels,ATL,G,59,17.6,3.8,3.2,2.3,0.7,0.2,0.5,41.8,65.0,1.0,1.5,31.4,1.5,3.5,0.4,0.7,0.0,0.0,1.7,12.9
T427,A.J. Lawson,TOR,G,15,7.1,3.7,1.4,0.1,0.1,0.0,0.7,50.0,25.0,0.2,1.7,40.0,1.5,2.9,0.1,0.5,0.0,0.0,0.7,5.8
T427,Jordan McLaughlin,SAS,G,43,15.8,3.7,1.4,3.4,0.7,0.1,0.6,42.1,83.3,0.8,1.8,30.8,1.4,3.4,0.3,0.4,0.0,0.0,0.7,12.4
T427,Orlando Robinson,ORL,C,31,13.7,3.7,4.1,0.8,0.4,0.4,0.0,52.8,71.0,0.5,0.2,0.0,1.5,2.9,0.7,1.0,0.0,0.0,1.7,11.6
T427,David Duke,PHO,G,23,10.0,3.7,1.3,0.9,0.4,0.0,0.0,46.2,70.6,0.8,0.5,8.3,1.6,3.4,0.5,0.7,0.0,0.0,1.3,7.2
T427,Nathan Knight,FA,C,38,7.6,3.7,1.5,0.3,0.3,0.2,0.2,56.8,68.4,0.6,0.6,36.4,1.2,2.1,1.0,1.5,0.0,0.0,1.1,6.7
T432,Matt Ryan,NYK,F,34,9.1,3.6,0.8,0.5,0.1,0.0,0.9,37.0,83.3,0.2,2.5,38.1,1.2,3.2,0.3,0.4,0.0,0.0,0.8,5.5
T432,Bryn Forbes,FA,G,25,10.7,3.6,0.6,0.7,0.3,0.1,0.6,36.1,100.0,0.5,1.8,30.4,1.2,3.3,0.6,0.6,0.0,0.0,0.9,5.9
T434,Miles McBride,NYK,G,64,11.9,3.5,0.8,1.1,0.6,0.1,0.6,35.8,66.7,0.4,2.1,29.9,1.2,3.4,0.4,0.7,0.0,0.0,0.9,7.8
T434,P.J. Tucker,FA,F,75,25.6,3.5,3.9,0.8,0.5,0.2,0.7,42.7,82.6,0.6,1.9,39.3,1.3,3.0,0.3,0.3,0.0,0.0,2.4,11.0
T434,Damian Jones,FA,C,41,11.6,3.5,3.0,0.4,0.2,0.5,0.2,64.0,75.9,0.6,0.4,58.8,1.3,2.1,0.5,0.7,0.0,0.0,1.3,9.1
T434,Udoka Azubuike,FA,C,36,9.9,3.5,3.3,0.3,0.2,0.4,0.0,81.9,35.0,0.5,0.0,0.0,1.6,2.0,0.2,0.6,0.0,0.0,0.9,9.1
T438,Micah Potter,SAS,F,7,7.4,3.4,2.3,0.6,0.1,0.0,0.6,66.7,0.0,0.3,1.0,57.1,1.4,2.1,0.0,0.0,0.1,0.0,0.7,7.2
T438,Kai Jones,FA,C,46,12.0,3.4,2.7,0.3,0.4,0.7,0.1,55.8,73.1,0.7,0.4,21.1,1.5,2.6,0.4,0.6,0.0,0.0,1.4,9.5
T438,Taj Gibson,FA,C,49,9.8,3.4,1.9,0.7,0.3,0.2,0.2,52.0,71.4,0.5,0.5,33.3,1.3,2.6,0.6,0.9,0.0,0.0,1.7,7.9
T438,Amir Coffey,MIL,F,50,12.5,3.4,1.1,1.1,0.1,0.1,0.2,38.6,77.8,0.4,0.8,27.5,1.1,2.9,1.0,1.3,0.0,0.0,1.0,6.6
T438,Jericho Sims,MIL,C,52,15.6,3.4,4.7,0.5,0.3,0.5,0.0,77.6,75.0,0.5,0.0,0.0,1.6,2.1,0.2,0.3,0.0,0.0,1.8,11.7
T438,Wesley Matthews,FA,F,52,15.7,3.4,2.2,0.7,0.4,0.3,0.8,36.3,85.7,0.3,2.4,31.5,1.1,3.1,0.5,0.5,0.0,0.0,1.4,8.6
T444,Raul Neto,FA,G,48,10.5,3.3,1.0,1.6,0.4,0.1,0.3,51.8,91.2,0.5,0.9,28.6,1.2,2.3,0.6,0.7,0.0,0.0,1.0,7.7
T444,Anthony Gill,WAS,F,59,10.6,3.3,1.7,0.6,0.1,0.2,0.1,53.8,73.1,0.3,0.5,13.8,1.2,2.2,0.8,1.1,0.0,0.0,1.2,6.9
T444,Peyton Watson,DEN,F,23,8.1,3.3,1.6,0.5,0.1,0.5,0.3,49.2,55.0,0.3,0.6,42.9,1.3,2.6,0.5,0.9,0.0,0.0,0.6,7.3
T444,Boban Marjanovic,FA,C,31,5.5,3.3,1.9,0.3,0.2,0.1,0.0,68.3,74.1,0.5,0.0,0.0,1.3,1.9,0.6,0.9,0.0,0.0,0.3,6.3
448,Jared Rhoden,TOR,F,14,14.1,3.2,2.6,0.3,0.3,0.1,0.4,38.6,100.0,0.2,1.4,25.0,1.2,3.1,0.4,0.4,0.0,0.0,1.6,7.7
T449,Richaun Holmes,FA,C,42,8.2,3.1,1.9,0.2,0.1,0.3,0.1,61.8,78.9,0.3,0.2,62.5,1.3,2.1,0.4,0.5,0.0,0.0,1.2,6.4
T449,Max Christie,DAL,G,41,12.5,3.1,1.8,0.5,0.2,0.2,0.6,41.5,87.5,0.3,1.5,41.9,1.1,2.6,0.3,0.4,0.0,0.0,0.8,6.9
T449,Josh Minott,BOS,F,15,6.4,3.1,1.7,0.3,0.3,0.4,0.1,50.0,100.0,0.2,0.4,33.3,1.2,2.4,0.5,0.5,0.1,0.0,0.7,7.4
T449,Christian Koloko,LAL,C,58,13.8,3.1,2.9,0.5,0.4,1.0,0.0,48.0,62.7,0.3,0.2,8.3,1.2,2.6,0.6,1.0,0.0,0.0,2.2,11.2
T449,Jordan Hall,FA,F,9,8.9,3.1,1.3,1.2,0.1,0.0,0.3,32.1,77.8,0.8,1.7,20.0,1.0,3.1,0.8,1.0,0.0,0.0,0.7,6.1
T454,Tyler Dorsey,FA,G,3,2.7,3.0,0.7,0.0,0.0,0.0,0.3,80.0,0.0,0.0,0.7,50.0,1.3,1.7,0.0,0.0,0.0,0.0,0.0,3.8
T454,Jacob Gilyard,FA,G,1,41.0,3.0,4.0,7.0,3.0,0.0,1.0,33.3,0.0,2.0,3.0,33.3,1.0,3.0,0.0,0.0,0.0,0.0,3.0,25.3
T454,Jamaree Bouyea,MIL,G,5,14.0,3.0,1.2,0.8,0.8,0.4,0.4,42.9,50.0,0.8,1.2,33.3,1.2,2.8,0.2,0.4,0.0,0.0,1.2,8.4
T454,Jake LaRavia,LAL,F,35,11.8,3.0,1.8,0.6,0.3,0.1,0.7,38.9,77.8,0.5,2.0,33.8,1.1,2.7,0.2,0.3,0.0,0.0,1.4,6.9
T454,Juan Toscano-Anderson,FA,F,52,13.4,3.0,2.4,1.3,0.3,0.2,0.2,44.8,79.2,0.7,0.8,18.6,1.2,2.8,0.4,0.5,0.0,0.0,1.5,8.6
T454,Robin Lopez,FA,C,37,8.0,3.0,1.4,0.5,0.1,0.2,0.1,64.0,77.8,0.7,0.1,50.0,1.3,2.0,0.4,0.5,0.0,0.0,1.2,5.7
T454,Usman Garuba,FA,C,75,12.9,3.0,4.1,0.9,0.6,0.4,0.3,48.6,61.7,0.6,0.8,40.7,1.1,2.4,0.4,0.6,0.0,0.0,1.8,11.5
T454,Trevelin Queen,FA,G,7,10.0,3.0,2.4,0.9,0.3,0.7,0.3,24.1,100.0,1.0,2.1,13.3,1.0,4.1,0.7,0.7,0.0,0.0,0.6,9.2
T462,Kessler Edwards,DEN,F,35,11.1,2.9,1.7,0.7,0.4,0.2,0.5,38.7,73.3,0.4,1.6,30.9,1.0,2.7,0.3,0.4,0.0,0.0,1.1,7.3
T462,Frank Ntilikina,FA,G,47,12.9,2.9,1.3,1.2,0.3,0.1,0.4,36.4,66.7,0.6,1.4,25.4,1.0,2.8,0.5,0.7,0.0,0.0,1.4,7.2
T462,Terry Taylor,FA,F,31,8.5,2.9,1.5,0.3,0.1,0.2,0.2,52.0,54.5,0.3,0.6,26.3,1.3,2.4,0.2,0.4,0.0,0.0,0.8,5.8
T462,Carlik Jones,FA,G,7,8.0,2.9,0.7,0.9,0.3,0.0,0.4,40.0,62.5,0.3,0.9,50.0,0.9,2.1,0.7,1.1,0.0,0.0,0.3,5.6
T462,Juancho Hernangomez,FA,F,42,14.7,2.9,2.9,0.6,0.4,0.1,0.4,42.1,56.3,0.4,1.6,25.4,1.1,2.7,0.2,0.4,0.0,0.0,1.0,8.5
T462,Dru Smith,MIA,G,15,10.6,2.9,1.6,1.5,0.7,0.3,0.3,40.0,100.0,0.2,1.3,26.3,1.2,3.0,0.2,0.2,0.0,0.0,1.5,9.7
T462,Jason Preston,LAC,G,14,8.8,2.9,1.6,1.9,0.1,0.0,0.4,43.9,0.0,0.7,1.3,27.8,1.3,2.9,0.0,0.1,0.0,0.0,0.5,7.4
469,James Johnson,FA,F,18,9.1,2.8,1.7,0.8,0.4,0.3,0.2,44.9,50.0,0.4,0.8,20.0,1.2,2.7,0.2,0.4,0.0,0.0,1.8,7.8
470,Moussa Diabate,CHA,C,22,8.9,2.7,2.3,0.2,0.3,0.4,0.0,51.1,62.5,0.4,0.1,50.0,1.1,2.1,0.5,0.7,0.0,0.0,0.7,7.3
T471,Isaiah Mobley,FA,F,12,7.0,2.6,1.7,0.3,0.3,0.3,0.3,42.9,100.0,0.1,0.7,37.5,1.0,2.3,0.3,0.3,0.0,0.0,0.7,6.6
T471,Jaden Springer,NOP,G,16,5.6,2.6,0.9,0.5,0.4,0.2,0.1,48.6,75.0,0.2,0.3,40.0,1.1,2.2,0.4,0.5,0.0,0.0,0.9,6.1
T471,Mamadi Diakite,FA,F,22,8.0,2.6,1.4,0.4,0.2,0.4,0.3,48.0,100.0,0.5,1.0,33.3,1.1,2.3,0.1,0.1,0.0,0.0,1.2,6.0
T474,Ish Smith,FA,G,43,9.3,2.5,1.3,2.3,0.2,0.2,0.0,39.7,50.0,1.0,0.3,16.7,1.2,3.0,0.0,0.1,0.0,0.0,0.8,7.5
T474,Lester Quinones,ORL,G,4,4.5,2.5,0.8,0.5,0.3,0.0,0.5,40.0,66.7,1.3,1.0,50.0,0.5,1.3,1.0,1.5,0.0,0.0,0.0,3.7
T474,Frank Kaminsky,FA,C,36,6.5,2.5,1.4,0.9,0.2,0.1,0.4,49.2,87.5,0.3,0.9,39.4,0.9,1.8,0.4,0.4,0.0,0.0,0.6,6.1
T477,Neemias Queta,BOS,C,5,5.6,2.4,2.2,0.2,0.0,0.4,0.0,66.7,0.0,0.2,0.0,0.0,1.2,1.8,0.0,0.4,0.0,0.0,1.4,6.3
T477,Theo Pinson,FA,G,40,8.1,2.4,1.6,1.2,0.2,0.0,0.6,35.6,84.6,0.3,1.6,35.5,0.8,2.2,0.3,0.3,0.0,0.0,0.9,6.2
T477,John Butler,FA,F,19,11.7,2.4,0.9,0.6,0.4,0.5,0.4,32.1,75.0,0.1,1.8,22.9,0.9,2.8,0.2,0.2,0.0,0.0,1.2,6.8
T477,Jeff Dowtin,FA,G,25,10.3,2.4,0.9,1.2,0.4,0.1,0.2,43.9,66.7,0.2,0.6,31.3,1.0,2.3,0.2,0.4,0.0,0.0,0.5,6.6
T481,Scotty Pippen,MEM,G,6,5.0,2.3,0.7,0.3,0.3,0.2,0.2,33.3,55.6,0.3,0.5,33.3,0.7,2.0,0.8,1.5,0.0,0.0,0.5,4.8
T481,Trent Forrest,FA,G,23,12.0,2.3,1.6,1.7,0.3,0.1,0.0,41.7,66.7,0.7,0.1,0.0,1.1,2.6,0.1,0.1,0.0,0.0,0.7,7.2
T483,Ron Harper,BOS,F,9,5.4,2.2,0.8,0.4,0.0,0.1,0.3,50.0,100.0,0.0,1.0,33.3,0.9,1.8,0.1,0.1,0.0,0.0,0.3,4.2
T483,Justin Champagnie,WAS,F,5,6.8,2.2,1.6,0.8,0.2,0.0,0.2,33.3,0.0,0.0,1.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.4,5.9
T483,Kennedy Chandler,PHI,G,36,7.9,2.2,1.1,1.6,0.3,0.1,0.1,42.2,46.2,0.5,0.4,13.3,1.0,2.3,0.2,0.4,0.0,0.0,0.4,6.8
T483,Khem Birch,FA,C,20,8.1,2.2,1.3,0.4,0.3,0.3,0.1,59.4,80.0,0.4,0.1,50.0,1.0,1.6,0.2,0.3,0.0,0.0,1.2,5.3
T483,Dalen Terry,CHI,F,38,5.6,2.2,1.0,0.6,0.3,0.1,0.2,44.4,66.7,0.2,0.7,25.9,0.8,1.9,0.4,0.6,0.0,0.0,0.6,5.3
T488,Davon Reed,FA,G,43,8.0,2.1,1.4,0.5,0.3,0.1,0.4,33.3,66.7,0.5,1.1,37.0,0.7,2.0,0.4,0.6,0.0,0.0,0.9,5.4
T488,Andre Iguodala,FA,F,8,14.1,2.1,2.1,2.4,0.5,0.4,0.1,46.7,66.7,1.1,1.1,11.1,0.9,1.9,0.3,0.4,0.0,0.0,1.4,9.7
T488,Nerlens Noel,FA,C,17,11.4,2.1,2.7,0.6,0.9,0.6,0.1,36.1,66.7,0.8,0.1,50.0,0.8,2.1,0.5,0.7,0.0,0.0,1.9,10.0
T491,Stanley Umude,SAS,G,1,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0
T491,Chris Silva,FA,C,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
T491,Donovan Williams,NYK,G,2,2.5,2.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,3.2
T491,Garrett Temple,TOR,G,25,6.5,2.0,0.7,0.5,0.4,0.1,0.4,40.0,75.0,0.2,1.0,42.3,0.7,1.8,0.1,0.2,0.0,0.0,0.6,4.8
T491,Vince Williams,MEM,F,15,7.1,2.0,1.0,0.3,0.4,0.1,0.3,30.0,100.0,0.3,1.9,14.3,0.8,2.7,0.1,0.1,0.0,0.0,0.8,4.9
496,Ryan Rollins,MIL,G,12,5.2,1.9,1.0,0.5,0.1,0.1,0.3,35.0,100.0,1.3,0.8,33.3,0.6,1.7,0.5,0.5,0.0,0.0,0.8,3.0
T497,Trevor Hudgins,FA,G,5,6.0,1.8,0.0,0.6,0.0,0.0,0.4,22.2,100.0,0.2,1.6,25.0,0.4,1.8,0.6,0.6,0.0,0.0,0.2,2.5
T497,Greg Brown,FA,F,16,5.8,1.8,1.2,0.2,0.3,0.3,0.1,39.3,41.7,0.4,0.4,14.3,0.7,1.8,0.3,0.8,0.0,0.0,0.8,4.8
T497,Alize Johnson,MIN,F,4,7.5,1.8,2.5,0.3,0.3,0.0,0.0,50.0,50.0,1.0,0.5,0.0,0.8,1.5,0.3,0.5,0.0,0.0,0.8,4.9
T497,Xavier Moon,FA,G,4,5.0,1.8,0.8,1.3,0.0,0.0,0.3,33.3,0.0,0.3,0.8,33.3,0.8,2.3,0.0,0.0,0.0,0.0,0.5,4.3
T501,Dylan Windler,FA,F,3,3.3,1.7,0.0,0.3,0.3,0.0,0.3,66.7,0.0,0.3,0.7,50.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,2.8
T501,Alex Len,NYK,C,26,6.2,1.7,2.3,0.5,0.2,0.4,0.0,53.3,68.8,0.6,0.1,0.0,0.6,1.2,0.4,0.6,0.0,0.0,1.1,6.2
T503,JD Davison,HOU,G,12,5.6,1.6,0.8,0.9,0.2,0.2,0.2,42.1,50.0,0.3,0.6,28.6,0.7,1.6,0.1,0.2,0.0,0.0,0.4,4.5
T503,Tony Bradley,IND,C,12,2.8,1.6,0.9,0.1,0.1,0.1,0.3,50.0,100.0,0.1,0.4,60.0,0.5,1.0,0.3,0.3,0.0,0.0,0.2,3.2
T503,Buddy Boeheim,FA,G,10,9.0,1.6,0.6,0.4,0.2,0.0,0.4,18.5,100.0,0.0,2.5,16.0,0.5,2.7,0.2,0.2,0.0,0.0,0.6,3.5
T506,Kendall Brown,BOS,F,6,6.7,1.5,1.0,0.5,0.7,0.0,0.0,57.1,50.0,0.3,0.2,0.0,0.7,1.2,0.2,0.3,0.0,0.0,1.5,5.1
T506,Matthew Dellavedova,FA,G,32,6.7,1.5,0.4,1.3,0.2,0.0,0.3,34.0,57.1,0.3,0.8,33.3,0.5,1.6,0.1,0.2,0.0,0.0,0.6,4.2
T506,Mfiondu Kabengele,FA,C,4,9.3,1.5,2.5,0.0,0.5,0.0,0.0,28.6,100.0,0.3,0.8,0.0,0.5,1.8,0.5,0.5,0.0,0.0,0.8,5.8
T506,Jordan Schakel,FA,F,2,3.0,1.5,0.0,0.5,0.5,0.0,0.5,50.0,0.0,0.0,0.5,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,3.8
T506,Keon Ellis,SAC,G,16,4.3,1.5,0.5,0.4,0.3,0.1,0.4,43.8,57.1,0.1,0.8,50.0,0.4,1.0,0.3,0.4,0.0,0.0,0.6,3.7
T506,Isaiah Todd,FA,F,6,10.2,1.5,2.0,0.7,0.2,0.0,0.2,15.8,100.0,0.3,1.7,10.0,0.5,3.2,0.3,0.3,0.0,0.0,0.7,5.1
T512,PJ Dozier,FA,F,16,4.9,1.4,0.9,0.6,0.4,0.1,0.1,30.3,0.0,0.3,1.0,12.5,0.6,2.1,0.0,0.0,0.0,0.0,0.4,4.4
T512,Wendell Moore,FA,F,29,5.2,1.4,0.6,0.6,0.3,0.2,0.1,41.9,80.0,0.3,0.6,11.8,0.6,1.5,0.1,0.2,0.0,0.0,0.4,4.2
T512,Thanasis Antetokounmpo,MIL,F,37,5.6,1.4,1.2,0.4,0.1,0.1,0.0,43.5,50.0,0.3,0.2,0.0,0.5,1.2,0.3,0.6,0.0,0.0,0.6,3.6
T515,KZ Okpala,FA,F,35,7.1,1.3,1.0,0.4,0.2,0.2,0.2,42.1,87.5,0.2,0.6,33.3,0.5,1.1,0.2,0.2,0.0,0.0,1.1,4.0
T515,Ryan Arcidiacono,FA,G,20,8.7,1.3,0.8,1.2,0.3,0.0,0.4,24.3,0.0,0.4,1.2,34.8,0.5,1.9,0.0,0.0,0.0,0.0,0.9,4.3
T515,Braxton Key,MEM,F,3,3.0,1.3,0.3,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.3,0.3,0.7,0.7,0.0,0.0,0.0,1.7
T515,Tyrese Martin,BKN,F,16,4.1,1.3,0.8,0.1,0.1,0.0,0.1,39.1,100.0,0.1,0.4,14.3,0.6,1.4,0.1,0.1,0.0,0.0,0.1,2.5
T515,Facundo Campazzo,FA,G,8,6.5,1.3,0.3,1.1,0.8,0.0,0.4,23.1,50.0,0.4,1.4,27.3,0.4,1.6,0.1,0.3,0.0,0.0,0.4,5.1
T515,Cole Swider,FA,F,7,5.7,1.3,1.0,0.6,0.0,0.0,0.4,33.3,0.0,0.0,1.1,37.5,0.4,1.3,0.0,0.0,0.0,0.0,0.4,3.3
T521,Jack White,FA,F,17,3.9,1.2,1.0,0.2,0.2,0.1,0.2,42.1,66.7,0.1,0.5,33.3,0.5,1.1,0.1,0.2,0.0,0.0,0.5,3.6
T521,Vit Krejci,ATL,G,29,5.7,1.2,0.9,0.6,0.2,0.0,0.2,40.5,50.0,0.2,0.7,23.8,0.5,1.3,0.0,0.1,0.0,0.0,0.6,3.6
523,Noah Vonleh,FA,C,23,7.4,1.1,2.1,0.3,0.1,0.3,0.0,45.8,100.0,0.5,0.2,25.0,0.5,1.0,0.1,0.1,0.0,0.0,1.5,4.9
T524,Chima Moneke,FA,F,2,4.0,1.0,1.0,0.5,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,2.0
T524,Kobi Simmons,FA,G,5,5.6,1.0,0.8,1.0,0.0,0.4,0.2,16.7,100.0,0.2,1.0,20.0,0.2,1.2,0.4,0.4,0.0,0.0,0.0,4.5
T524,Malcolm Hill,PHI,F,5,1.8,1.0,0.6,0.0,0.0,0.0,0.2,50.0,0.0,0.0,0.6,33.3,0.4,0.8,0.0,0.0,0.0,0.0,0.2,1.7
T524,Joe Wieskamp,FA,G,9,5.6,1.0,0.4,0.3,0.0,0.0,0.3,21.4,0.0,0.1,1.3,25.0,0.3,1.6,0.0,0.0,0.0,0.0,0.3,1.9
T524,Trevor Keels,MIA,G,3,2.7,1.0,0.7,0.0,0.0,0.0,0.3,25.0,0.0,0.0,1.3,25.0,0.3,1.3,0.0,0.0,0.0,0.0,0.0,1.8
T529,Marko Simonovic,FA,C,7,2.9,0.9,0.3,0.0,0.0,0.0,0.1,28.6,50.0,0.0,0.6,25.0,0.3,1.0,0.1,0.3,0.0,0.0,0.7,1.2
T529,Justin Jackson,FA,F,23,4.7,0.9,0.7,0.4,0.2,0.2,0.2,25.9,50.0,0.1,0.9,25.0,0.3,1.2,0.0,0.1,0.0,0.0,0.3,3.3
531,Dereon Seabron,FA,G,5,2.6,0.8,0.2,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2,1.0
T532,Devon Dotson,FA,G,6,8.8,0.5,1.7,1.3,0.8,0.0,0.2,10.0,0.0,0.5,0.7,25.0,0.2,1.7,0.0,0.0,0.0,0.0,1.5,6.5
T532,Vernon Carey,FA,C,11,2.5,0.5,1.0,0.3,0.2,0.2,0.0,25.0,100.0,0.2,0.0,0.0,0.2,0.7,0.2,0.2,0.0,0.0,0.5,3.1
534,Leandro Bolmaro,FA,G,14,4.9,0.4,0.5,0.5,0.2,0.1,0.0,15.0,0.0,0.5,0.3,0.0,0.2,1.4,0.0,0.0,0.0,0.0,0.7,2.1
T535,Alondes Williams,FA,G,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8
T535,Michael Foster,FA,F,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T535,Frank Jackson,FA,G,1,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.9
T535,Sterling Brown,FA,G,4,6.3,0.0,2.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.4
T535,Deonte Burton,FA,F,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
